frame.number,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,ip.proto,tcp.flags.syn,tcp.flags.ack,tcp.flags.fin,ip.len,tcp.window_size_value,tcp.analysis.ack_rtt,tcp.analysis.initial_rtt,tcp.analysis.bytes_in_flight,tcp.analysis.push_bytes_sent,frame.time_epoch
2362,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000117407,0.109576209,,,1722050466.885774912
2363,91.189.91.82,10.0.0.134,80,59278,19109,6,False,True,False,19095,64240,,0.109576209,19055,19055,1722050466.885826748
2364,91.189.91.82,10.0.0.134,80,59278,16114,6,False,True,False,16100,64240,,0.109576209,35115,16060,1722050466.885951002
2365,91.189.91.82,10.0.0.134,80,59278,8711,6,False,True,False,8697,64240,,0.109576209,43772,24717,1722050466.885983426
2366,91.189.91.82,10.0.0.134,80,59278,9938,6,False,True,False,9924,64240,,0.109576209,53656,9884,1722050466.886274991
2367,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000784082,0.109576209,,,1722050466.887059073
2368,91.189.91.82,10.0.0.134,80,59278,19822,6,False,True,False,19808,64240,,0.109576209,19768,19768,1722050466.887469269
2369,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000016278,0.109576209,,,1722050466.887485547
2370,91.189.91.82,10.0.0.134,80,59278,22646,6,False,True,False,22632,64240,,0.109576209,22592,22592,1722050466.888435525
2371,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000012626,0.109576209,,,1722050466.888448151
2372,91.189.91.82,10.0.0.134,80,59278,16998,6,False,True,False,16984,64240,,0.109576209,16944,16944,1722050466.888544620
2373,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.001041856,0.109576209,,,1722050466.889586476
2374,91.189.91.82,10.0.0.134,80,59278,22646,6,False,True,False,22632,64240,,0.109576209,22592,22592,1722050466.890565614
2375,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000014161,0.109576209,,,1722050466.890579775
2376,91.189.91.82,10.0.0.134,80,59278,22646,6,False,True,False,22632,64240,,0.109576209,22592,22592,1722050466.890816568
2377,91.189.91.82,10.0.0.134,80,59278,2974,6,False,True,False,2960,64240,,0.109576209,25512,2920,1722050466.890844142
2378,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000043768,0.109576209,,,1722050466.890887910
2379,91.189.91.82,10.0.0.134,80,59278,19726,6,False,True,False,19712,64240,,0.109576209,19672,22592,1722050466.891085575
2380,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000011877,0.109576209,,,1722050466.891097452
2381,91.189.91.82,10.0.0.134,80,59278,19109,6,False,True,False,19095,64240,,0.109576209,19055,19055,1722050466.891179034
2382,91.189.91.82,10.0.0.134,80,59278,12063,6,False,True,False,12049,64240,,0.109576209,31064,12009,1722050466.891225885
2383,91.189.91.82,10.0.0.134,80,59278,22646,6,False,True,False,22632,64240,,0.109576209,53656,22592,1722050466.891511341
2384,91.189.91.82,10.0.0.134,80,59278,10637,6,False,True,False,10623,64240,,0.109576209,64239,10583,1722050466.891535640
2385,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000720852,0.109576209,,,1722050466.892256492
2386,91.189.91.82,10.0.0.134,80,59278,36554,6,False,True,False,36540,64240,,0.109576209,36500,36500,1722050466.892611638
2387,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000028306,0.109576209,,,1722050466.892639944
2388,91.189.91.82,10.0.0.134,80,59278,979,6,False,True,False,965,64240,,0.109576209,925,37425,1722050466.892731454
2389,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.007075387,0.109576209,,,1722050466.899806841
2390,91.189.91.82,10.0.0.134,80,59278,45238,6,False,True,False,45224,64240,,0.109576209,45184,45184,1722050466.937158015
2391,91.189.91.82,10.0.0.134,80,59278,19109,6,False,True,False,19095,64240,,0.109576209,64239,19055,1722050466.937388741
2392,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000281936,0.109576209,,,1722050466.937439951
2393,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000355661,0.109576209,,,1722050466.937744402
2394,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050466.938555882
2395,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000970956,0.109576209,,,1722050466.939526838
2396,91.189.91.82,10.0.0.134,80,59278,43854,6,False,True,False,43840,64240,,0.109576209,43800,43800,1722050466.940095802
2397,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000032791,0.109576209,,,1722050466.940128593
2398,91.189.91.82,10.0.0.134,80,59278,20493,6,False,True,False,20479,64240,,0.109576209,20439,64239,1722050466.940260883
2399,91.189.91.82,10.0.0.134,80,59278,43854,6,False,True,False,43840,64240,,0.109576209,64239,43800,1722050466.940898851
2400,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000111578,0.109576209,,,1722050466.941010429
2401,91.189.91.82,10.0.0.134,80,59278,27581,6,False,True,False,27567,64240,,0.109576209,27527,27527,1722050466.941696713
2402,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000020858,0.109576209,,,1722050466.941717571
2403,91.189.91.82,10.0.0.134,80,59278,45238,6,False,True,False,45224,64240,,0.109576209,45184,45184,1722050466.942864285
2404,91.189.91.82,10.0.0.134,80,59278,19109,6,False,True,False,19095,64240,,0.109576209,64239,19055,1722050466.942905957
2405,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000748460,0.109576209,,,1722050466.943654417
2406,91.189.91.82,10.0.0.134,80,59278,32174,6,False,True,False,32160,64240,,0.109576209,32120,32120,1722050466.944379028
2407,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000018860,0.109576209,,,1722050466.944397888
2408,91.189.91.82,10.0.0.134,80,59278,32173,6,False,True,False,32159,64240,,0.109576209,32119,64239,1722050466.944551505
2409,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000396288,0.109576209,,,1722050466.944947793
2410,91.189.91.82,10.0.0.134,80,59278,32174,6,False,True,False,32160,64240,,0.109576209,32120,32120,1722050466.945107149
2411,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000021788,0.109576209,,,1722050466.945128937
2412,91.189.91.82,10.0.0.134,80,59278,32173,6,False,True,False,32159,64240,,0.109576209,32119,32119,1722050466.945423560
2413,91.189.91.82,10.0.0.134,80,59278,32174,6,False,True,False,32160,64240,,0.109576209,64239,32120,1722050466.945615095
2414,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000720189,0.109576209,,,1722050466.946335284
2415,91.189.91.82,10.0.0.134,80,59278,62834,6,False,True,False,62820,64240,,0.109576209,62780,62780,1722050466.946957196
2416,91.189.91.82,10.0.0.134,80,59278,1513,6,False,True,False,1499,64240,,0.109576209,64239,64239,1722050466.947019498
2417,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000618199,0.109576209,,,1722050466.947637697
2418,91.189.91.82,10.0.0.134,80,59278,58454,6,False,True,False,58440,64240,,0.109576209,58400,58400,1722050466.948392147
2419,91.189.91.82,10.0.0.134,80,59278,5893,6,False,True,False,5879,64240,,0.109576209,64239,64239,1722050466.948455329
2420,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000470737,0.109576209,,,1722050466.948926066
2421,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050466.949447906
2422,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000024728,0.109576209,,,1722050466.949472634
2423,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050466.950141509
2424,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000101444,0.109576209,,,1722050466.950242953
2425,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050466.951274704
2426,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000025377,0.109576209,,,1722050466.951300081
2427,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050466.951855928
2428,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000028125,0.109576209,,,1722050466.951884053
2429,91.189.91.82,10.0.0.134,80,59278,59914,6,False,True,False,59900,64240,,0.109576209,59860,59860,1722050466.952311540
2430,91.189.91.82,10.0.0.134,80,59278,4433,6,False,True,False,4419,64240,,0.109576209,64239,64239,1722050466.952378385
2431,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000498819,0.109576209,,,1722050466.952877204
2432,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050466.953563708
2433,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000034606,0.109576209,,,1722050466.953598314
2434,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050466.954166562
2435,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000069244,0.109576209,,,1722050466.954235806
2436,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050466.954828650
2437,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000024269,0.109576209,,,1722050466.954852919
2438,91.189.91.82,10.0.0.134,80,59278,51154,6,False,True,False,51140,64240,,0.109576209,51100,51100,1722050466.955367391
2439,91.189.91.82,10.0.0.134,80,59278,13193,6,False,True,False,13179,64240,,0.109576209,64239,64239,1722050466.955414284
2440,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000093573,0.109576209,,,1722050466.955507857
2441,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050466.956171040
2442,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000059377,0.109576209,,,1722050466.956230417
2443,91.189.91.82,10.0.0.134,80,59278,35094,6,False,True,False,35080,64240,,0.109576209,35040,35040,1722050466.956752314
2444,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000038648,0.109576209,,,1722050466.956790962
2445,91.189.91.82,10.0.0.134,80,59278,29253,6,False,True,False,29239,64240,,0.109576209,29199,64239,1722050466.957039068
2446,91.189.91.82,10.0.0.134,80,59278,21954,6,False,True,False,21940,64240,,0.109576209,51099,21900,1722050466.957220155
2447,91.189.91.82,10.0.0.134,80,59278,10274,6,False,True,False,10260,64240,,0.109576209,61319,32120,1722050466.957305920
2448,91.189.91.82,10.0.0.134,80,59278,2974,6,False,True,False,2960,64240,,0.109576209,64239,35040,1722050466.957333418
2449,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000851762,0.109576209,,,1722050466.958185180
2450,91.189.91.82,10.0.0.134,80,59278,62834,6,False,True,False,62820,64240,,0.109576209,62780,62780,1722050466.958890141
2451,91.189.91.82,10.0.0.134,80,59278,1513,6,False,True,False,1499,64240,,0.109576209,64239,64239,1722050466.959017533
2452,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000444690,0.109576209,,,1722050466.959462223
2453,91.189.91.82,10.0.0.134,80,59278,17574,6,False,True,False,17560,64240,,0.109576209,17520,17520,1722050466.959775023
2454,91.189.91.82,10.0.0.134,80,59278,40934,6,False,True,False,40920,64240,,0.109576209,58400,58400,1722050466.959974867
2455,91.189.91.82,10.0.0.134,80,59278,5893,6,False,True,False,5879,64240,,0.109576209,64239,64239,1722050466.960029018
2456,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000838392,0.109576209,,,1722050466.960867410
2457,91.189.91.82,10.0.0.134,80,59278,21954,6,False,True,False,21940,64240,,0.109576209,21900,21900,1722050466.961214240
2458,91.189.91.82,10.0.0.134,80,59278,19034,6,False,True,False,19020,64240,,0.109576209,40880,40880,1722050466.961267947
2459,91.189.91.82,10.0.0.134,80,59278,2276,6,False,True,False,2262,64240,,0.109576209,43102,43102,1722050466.961298008
2460,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000996935,0.109576209,,,1722050466.962294943
2461,91.189.91.82,10.0.0.134,80,59278,19822,6,False,True,False,19808,64240,,0.109576209,19768,19768,1722050466.971476395
2462,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000021123,0.109576209,,,1722050466.971497518
2463,91.189.91.82,10.0.0.134,80,59278,26334,6,False,True,False,26320,64240,,0.109576209,26280,26280,1722050466.972584795
2464,91.189.91.82,10.0.0.134,80,59278,3426,6,False,True,False,3412,64240,,0.109576209,29652,29652,1722050466.972661561
2465,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000156489,0.109576209,,,1722050466.972818050
2466,91.189.91.82,10.0.0.134,80,59278,30714,6,False,True,False,30700,64240,,0.109576209,30660,30660,1722050466.973188706
2467,91.189.91.82,10.0.0.134,80,59278,14578,6,False,True,False,14564,64240,,0.109576209,45184,45184,1722050466.973262533
2468,91.189.91.82,10.0.0.134,80,59278,19109,6,False,True,False,19095,64240,,0.109576209,64239,19055,1722050466.973370487
2469,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000206311,0.109576209,,,1722050466.973576798
2470,91.189.91.82,10.0.0.134,80,59278,5003,6,False,True,False,4989,64240,,0.109576209,4949,4949,1722050466.973962474
2471,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000014407,0.109576209,,,1722050466.973976881
2472,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050466.975387524
2473,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000270944,0.109576209,,,1722050466.975658468
2474,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050466.976571721
2475,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000031227,0.109576209,,,1722050466.976602948
2476,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050466.977431063
2477,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000031866,0.109576209,,,1722050466.977462929
2478,91.189.91.82,10.0.0.134,80,59278,54437,6,False,True,False,54423,64240,,0.109576209,54383,54383,1722050466.978117196
2479,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000309317,0.109576209,,,1722050466.978426513
2480,91.189.91.82,10.0.0.134,80,59278,21954,6,False,True,False,21940,64240,,0.109576209,21900,21900,1722050466.979283799
2481,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000028247,0.109576209,,,1722050466.979312046
2482,91.189.91.82,10.0.0.134,80,59278,7806,6,False,True,False,7792,64240,,0.109576209,7752,29652,1722050466.979419108
2483,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000344408,0.109576209,,,1722050466.979763516
2484,91.189.91.82,10.0.0.134,80,59278,22646,6,False,True,False,22632,64240,,0.109576209,22592,22592,1722050466.980410423
2485,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000020381,0.109576209,,,1722050466.980430804
2486,91.189.91.82,10.0.0.134,80,59278,22646,6,False,True,False,22632,64240,,0.109576209,22592,22592,1722050466.980511130
2487,91.189.91.82,10.0.0.134,80,59278,14654,6,False,True,False,14640,64240,,0.109576209,37192,14600,1722050466.980536967
2488,91.189.91.82,10.0.0.134,80,59278,4509,6,False,True,False,4495,64240,,0.109576209,41647,19055,1722050466.980618926
2489,91.189.91.82,10.0.0.134,80,59278,5003,6,False,True,False,4989,64240,,0.109576209,46596,4949,1722050466.980675177
2490,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000383605,0.109576209,,,1722050466.981058782
2491,91.189.91.82,10.0.0.134,80,59278,22646,6,False,True,False,22632,64240,,0.109576209,22592,22592,1722050466.982329955
2492,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000014288,0.109576209,,,1722050466.982344243
2493,91.189.91.82,10.0.0.134,80,59278,13194,6,False,True,False,13180,64240,,0.109576209,13140,13140,1722050466.982517719
2494,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000010471,0.109576209,,,1722050466.982528190
2495,91.189.91.82,10.0.0.134,80,59278,9506,6,False,True,False,9492,64240,,0.109576209,9452,22592,1722050466.982620036
2496,91.189.91.82,10.0.0.134,80,59278,17574,6,False,True,False,17560,64240,,0.109576209,26972,17520,1722050466.982681955
2497,91.189.91.82,10.0.0.134,80,59278,5126,6,False,True,False,5112,64240,,0.109576209,32044,22592,1722050466.982716779
2498,91.189.91.82,10.0.0.134,80,59278,11350,6,False,True,False,11336,64240,,0.109576209,43340,11296,1722050466.982779581
2499,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000458547,0.109576209,,,1722050466.983238128
2500,91.189.91.82,10.0.0.134,80,59278,22646,6,False,True,False,22632,64240,,0.109576209,22592,22592,1722050466.984776003
2501,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000011443,0.109576209,,,1722050466.984787446
2502,91.189.91.82,10.0.0.134,80,59278,22646,6,False,True,False,22632,64240,,0.109576209,22592,22592,1722050466.984877495
2503,91.189.91.82,10.0.0.134,80,59278,19109,6,False,True,False,19095,64240,,0.109576209,41647,19055,1722050466.984982716
2504,91.189.91.82,10.0.0.134,80,59278,14887,6,False,True,False,14873,64240,,0.109576209,56480,14833,1722050466.985006809
2505,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000089280,0.109576209,,,1722050466.985096089
2506,91.189.91.82,10.0.0.134,80,59278,22646,6,False,True,False,22632,64240,,0.109576209,22592,22592,1722050466.988646614
2507,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000018018,0.109576209,,,1722050466.988664632
2508,91.189.91.82,10.0.0.134,80,59278,7114,6,False,True,False,7100,64240,,0.109576209,7060,7060,1722050466.988824134
2509,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000124936,0.109576209,,,1722050466.988949070
2510,91.189.91.82,10.0.0.134,80,59278,16114,6,False,True,False,16100,64240,,0.109576209,16060,16060,1722050466.990339376
2511,91.189.91.82,10.0.0.134,80,59278,6586,6,False,True,False,6572,64240,,0.109576209,22592,22592,1722050466.990409398
2512,91.189.91.82,10.0.0.134,80,59278,20494,6,False,True,False,20480,64240,,0.109576209,43032,20440,1722050466.990491793
2513,91.189.91.82,10.0.0.134,80,59278,2206,6,False,True,False,2192,64240,,0.109576209,45184,22592,1722050466.990536296
2514,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000045677,0.109576209,,,1722050466.990537470
2515,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000157143,0.109576209,,,1722050466.990693439
2516,91.189.91.82,10.0.0.134,80,59278,19109,6,False,True,False,19095,64240,,0.109576209,19055,19055,1722050466.990705653
2517,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000059464,0.109576209,,,1722050466.990765117
2518,91.189.91.82,10.0.0.134,80,59278,43086,6,False,True,False,43072,64240,,0.109576209,43032,43032,1722050466.990999125
2519,91.189.91.82,10.0.0.134,80,59278,21261,6,False,True,False,21247,64240,,0.109576209,64239,21207,1722050466.991204976
2520,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000927687,0.109576209,,,1722050466.992132663
2521,91.189.91.82,10.0.0.134,80,59278,19836,6,False,True,False,19822,64240,,0.109576209,19782,19782,1722050466.992437019
2522,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000018209,0.109576209,,,1722050466.992455228
2523,91.189.91.82,10.0.0.134,80,59278,16114,6,False,True,False,16100,64240,,0.109576209,16060,16060,1722050466.993942665
2524,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000012240,0.109576209,,,1722050466.993954905
2525,91.189.91.82,10.0.0.134,80,59278,29178,6,False,True,False,29164,64240,,0.109576209,29124,45184,1722050466.994143991
2526,91.189.91.82,10.0.0.134,80,59278,16114,6,False,True,False,16100,64240,,0.109576209,45184,16060,1722050466.994170995
2527,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000055384,0.109576209,,,1722050466.994199375
2528,91.189.91.82,10.0.0.134,80,59278,3049,6,False,True,False,3035,64240,,0.109576209,19055,19055,1722050466.994207700
2529,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000052119,0.109576209,,,1722050466.994259819
2530,91.189.91.82,10.0.0.134,80,59278,2974,6,False,True,False,2960,64240,,0.109576209,2920,2920,1722050466.994317099
2531,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000007946,0.109576209,,,1722050466.994325045
2532,91.189.91.82,10.0.0.134,80,59278,13194,6,False,True,False,13180,64240,,0.109576209,13140,16060,1722050466.994510686
2533,91.189.91.82,10.0.0.134,80,59278,51153,6,False,True,False,51139,64240,,0.109576209,64239,51099,1722050466.994611832
2534,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.001088760,0.109576209,,,1722050466.995700592
2535,91.189.91.82,10.0.0.134,80,59278,21954,6,False,True,False,21940,64240,,0.109576209,21900,21900,1722050466.995971625
2536,91.189.91.82,10.0.0.134,80,59278,16114,6,False,True,False,16100,64240,,0.109576209,37960,37960,1722050466.996012609
2537,91.189.91.82,10.0.0.134,80,59278,136,6,False,True,False,122,64240,,0.109576209,38042,38042,1722050466.996045492
2538,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000958767,0.109576209,,,1722050466.997004259
2539,91.189.91.82,10.0.0.134,80,59278,9938,6,False,True,False,9924,64240,,0.109576209,9884,9884,1722050467.039899340
2540,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000256210,0.109576209,,,1722050467.040155550
2541,91.189.91.82,10.0.0.134,80,59278,22646,6,False,True,False,22632,64240,,0.109576209,22592,22592,1722050467.040460287
2542,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000329847,0.109576209,,,1722050467.040790134
2543,91.189.91.82,10.0.0.134,80,59278,41701,6,False,True,False,41687,64240,,0.109576209,41647,41647,1722050467.040879873
2544,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000065782,0.109576209,,,1722050467.040945655
2545,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050467.041686653
2546,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.001001425,0.109576209,,,1722050467.042688078
2547,91.189.91.82,10.0.0.134,80,59278,32174,6,False,True,False,32160,64240,,0.109576209,32120,32120,1722050467.043376963
2548,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000056553,0.109576209,,,1722050467.043433516
2549,91.189.91.82,10.0.0.134,80,59278,32173,6,False,True,False,32159,64240,,0.109576209,32119,64239,1722050467.043719267
2550,91.189.91.82,10.0.0.134,80,59278,26334,6,False,True,False,26320,64240,,0.109576209,58399,26280,1722050467.043763264
2551,91.189.91.82,10.0.0.134,80,59278,5894,6,False,True,False,5880,64240,,0.109576209,64239,32120,1722050467.043888215
2552,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000386055,0.109576209,,,1722050467.044274270
2553,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050467.045471968
2554,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000034769,0.109576209,,,1722050467.045506737
2555,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050467.046261007
2556,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000623467,0.109576209,,,1722050467.046884474
2557,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050467.047815614
2558,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000043712,0.109576209,,,1722050467.047859326
2559,91.189.91.82,10.0.0.134,80,59278,30104,6,False,True,False,30090,64240,,0.109576209,30050,30050,1722050467.048587553
2560,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000019761,0.109576209,,,1722050467.048607314
2561,91.189.91.82,10.0.0.134,80,59278,29706,6,False,True,False,29692,64240,,0.109576209,29652,29652,1722050467.050942811
2562,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000028143,0.109576209,,,1722050467.050970954
2563,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050467.053014611
2564,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000208769,0.109576209,,,1722050467.053223380
2565,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050467.054052541
2566,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000025481,0.109576209,,,1722050467.054078022
2567,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050467.054852698
2568,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000035141,0.109576209,,,1722050467.054887839
2569,91.189.91.82,10.0.0.134,80,59278,23373,6,False,True,False,23359,64240,,0.109576209,23319,23319,1722050467.055539602
2570,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000263567,0.109576209,,,1722050467.055803169
2571,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050467.057773142
2572,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000029330,0.109576209,,,1722050467.057802472
2573,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050467.058605632
2574,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000025863,0.109576209,,,1722050467.058631495
2575,91.189.91.82,10.0.0.134,80,59278,64293,6,False,True,False,64279,64240,,0.109576209,64239,64239,1722050467.059354740
2576,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000035862,0.109576209,,,1722050467.059390602
2577,91.189.91.82,10.0.0.134,80,59278,55849,6,False,True,False,55835,64240,,0.109576209,55795,55795,1722050467.060123415
2578,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000521261,0.109576209,,,1722050467.060644676
2579,91.189.91.82,10.0.0.134,80,59278,8498,6,False,True,False,8484,64240,,0.109576209,8444,8444,1722050467.060881271
2580,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000020810,0.109576209,,,1722050467.060902081
2581,91.189.91.82,10.0.0.134,80,59278,4318,6,False,True,False,4304,64240,,0.109576209,4264,4264,1722050467.061001944
2582,10.0.0.134,91.189.91.82,59278,80,54,6,False,True,False,40,65535,0.000984400,0.109576209,,,1722050467.061986344
